instance,set,n_customers,seed,cost,optimal,gap,n_routes,k_reference,init_cost,init_gap,iterations,runtime,time_to_best,iter_to_best,time_limit,stop_reason
P-n60-k10,P,59,1,744,744.0,0.0,10,10,793,6.586021505376344,22032,17.702183999994304,3.390912542003207,4290,17.7,time_limit
P-n60-k10,P,59,2,744,744.0,0.0,10,10,786,5.645161290322581,21213,17.705668042006437,3.9773873329977505,5018,17.7,time_limit
P-n60-k10,P,59,3,744,744.0,0.0,10,10,794,6.720430107526882,21343,17.714538207976148,2.2711680000065826,2797,17.7,time_limit
P-n60-k10,P,59,4,744,744.0,0.0,10,10,785,5.510752688172043,21545,17.700478375016246,4.123573500022758,5524,17.7,time_limit
P-n60-k10,P,59,5,744,744.0,0.0,10,10,795,6.854838709677419,20978,17.703530707978643,6.03330220800126,7655,17.7,time_limit
P-n60-k15,P,59,1,968,968.0,0.0,15,15,1044,7.851239669421488,26024,17.700431665987708,7.930409499967936,12382,17.7,time_limit
P-n60-k15,P,59,2,968,968.0,0.0,15,15,993,2.5826446280991737,25645,17.700143917056266,3.8140018330304883,5814,17.7,time_limit
P-n60-k15,P,59,3,968,968.0,0.0,15,15,1009,4.235537190082645,25867,17.70031437498983,2.4397617499926127,3884,17.7,time_limit
P-n60-k15,P,59,4,968,968.0,0.0,15,15,1025,5.8884297520661155,25276,17.70033554098336,6.697397708019707,10601,17.7,time_limit
P-n60-k15,P,59,5,968,968.0,0.0,15,15,988,2.0661157024793386,25091,17.70142283302266,2.704142000002321,4166,17.7,time_limit
P-n65-k10,P,64,1,792,792.0,0.0,10,10,840,6.0606060606060606,19390,19.20075254200492,3.774523500003852,2727,19.2,time_limit
P-n65-k10,P,64,2,792,792.0,0.0,10,10,837,5.681818181818182,19787,19.20198991696816,5.741360416985117,5350,19.2,time_limit
P-n65-k10,P,64,3,792,792.0,0.0,10,10,833,5.1767676767676765,19855,19.200244165956974,3.6924625000101514,3202,19.2,time_limit
P-n65-k10,P,64,4,792,792.0,0.0,10,10,854,7.828282828282828,20175,19.205360374995507,0.5982068750308827,452,19.2,time_limit
P-n65-k10,P,64,5,792,792.0,0.0,10,10,852,7.575757575757576,19828,19.2006475829985,0.9043491659685969,698,19.2,time_limit
P-n70-k10,P,69,1,827,827.0,0.0,10,10,874,5.683192261185006,21876,20.702653541986365,8.28192154201679,8920,20.7,time_limit
P-n70-k10,P,69,2,828,827.0,0.12091898428053205,10,10,927,12.091898428053204,22874,20.70150220801588,7.307120083016343,8393,20.7,time_limit
P-n70-k10,P,69,3,829,827.0,0.2418379685610641,10,10,910,10.036275695284159,22637,20.70086495904252,10.447259167034645,11699,20.7,time_limit
P-n70-k10,P,69,4,830,827.0,0.36275695284159615,10,10,878,6.166868198307134,23083,20.700306500017177,3.5529435830540024,4068,20.7,time_limit
P-n70-k10,P,69,5,828,827.0,0.12091898428053205,10,10,868,4.957678355501813,22521,20.700486707966775,9.905469874967821,11134,20.7,time_limit
P-n76-k4,P,75,1,593,593.0,0.0,4,4,651,9.780775716694773,15748,22.500618333986495,4.426668416999746,2933,22.5,time_limit
P-n76-k4,P,75,2,593,593.0,0.0,4,4,660,11.298482293423271,15577,22.502764582983218,7.849217791983392,5422,22.5,time_limit
P-n76-k4,P,75,3,593,593.0,0.0,4,4,647,9.106239460370995,15950,22.50212904100772,4.630233915988356,3098,22.5,time_limit
P-n76-k4,P,75,4,593,593.0,0.0,4,4,629,6.070826306913997,16240,22.50036170799285,8.979068499989808,6692,22.5,time_limit
P-n76-k4,P,75,5,593,593.0,0.0,4,4,640,7.925801011804385,16125,22.50015762494877,3.812343790952582,2904,22.5,time_limit
P-n76-k5,P,75,1,628,627.0,0.1594896331738437,5,5,676,7.814992025518341,16245,22.50002170802327,4.46518791600829,3256,22.5,time_limit
P-n76-k5,P,75,2,628,627.0,0.1594896331738437,5,5,660,5.2631578947368425,16834,22.500650291040074,7.275740583019797,5734,22.5,time_limit
P-n76-k5,P,75,3,628,627.0,0.1594896331738437,5,5,667,6.379585326953748,16763,22.500190833001398,2.5802681670174934,1845,22.5,time_limit
P-n76-k5,P,75,4,628,627.0,0.1594896331738437,5,5,672,7.177033492822966,16967,22.500539916974958,3.220289834018331,2500,22.5,time_limit
P-n76-k5,P,75,5,628,627.0,0.1594896331738437,5,5,684,9.090909090909092,16856,22.500276584003586,9.467226708948147,7177,22.5,time_limit
P-n101-k4,P,100,1,681,681.0,0.0,4,4,734,7.782672540381792,14099,30.00279495801078,3.2485805000178516,1565,30.0,time_limit
P-n101-k4,P,100,2,681,681.0,0.0,4,4,706,3.671071953010279,14122,30.003391417034436,13.111828334047459,6123,30.0,time_limit
P-n101-k4,P,100,3,681,681.0,0.0,4,4,698,2.4963289280469896,14013,30.00388604204636,2.8856028340524063,1486,30.0,time_limit
P-n101-k4,P,100,4,681,681.0,0.0,4,4,717,5.286343612334802,14167,30.000000957981683,7.586059207969811,3699,30.0,time_limit
P-n101-k4,P,100,5,681,681.0,0.0,4,4,735,7.929515418502203,14234,30.000055041979067,5.976620249974076,2974,30.0,time_limit
