instance,set,n_customers,seed,cost,optimal,gap,n_routes,k_reference,init_cost,init_gap,iterations,runtime,time_to_best,iter_to_best,time_limit,stop_reason,param,value
E-n101-k14,E,100,4,1082,1067.0,1.4058106841611997,14,14,1164,9.090909090909092,8112,10.00015145901125,9.712580041959882,7899,10.0,time_limit,n_neighbors,8
E-n101-k14,E,100,5,1079,1067.0,1.1246485473289598,14,14,1131,5.998125585754452,8233,10.001696249993984,9.562512458011042,7869,10.0,time_limit,n_neighbors,8
F-n72-k4,F,71,1,237,237.0,0.0,4,4,254,7.172995780590718,13994,10.000652874994557,1.3316356249852106,1734,10.0,time_limit,n_neighbors,8
F-n72-k4,F,71,2,237,237.0,0.0,4,4,264,11.39240506329114,14052,10.000223832961638,0.2693694169865921,420,10.0,time_limit,n_neighbors,8
F-n72-k4,F,71,3,237,237.0,0.0,4,4,264,11.39240506329114,14099,10.000743041979149,0.19612137496005744,293,10.0,time_limit,n_neighbors,8
F-n72-k4,F,71,4,237,237.0,0.0,4,4,250,5.485232067510548,14205,10.000346084008925,0.1309940840001218,175,10.0,time_limit,n_neighbors,8
F-n72-k4,F,71,5,237,237.0,0.0,4,4,253,6.751054852320675,13923,10.000536957988515,1.3065605409792624,1864,10.0,time_limit,n_neighbors,8
M-n121-k7,M,120,1,1036,1034.0,0.19342359767891681,7,7,1043,0.8704061895551257,4834,10.006275666004512,5.111056333000306,2507,10.0,time_limit,n_neighbors,8
M-n121-k7,M,120,2,1035,1034.0,0.09671179883945841,7,7,1062,2.7079303675048356,4666,10.010734999959823,4.6617907919571735,2294,10.0,time_limit,n_neighbors,8
M-n121-k7,M,120,3,1035,1034.0,0.09671179883945841,7,7,1052,1.7408123791102514,4623,10.00384454097366,4.33175420796033,2257,10.0,time_limit,n_neighbors,8
M-n121-k7,M,120,4,1035,1034.0,0.09671179883945841,7,7,1051,1.644100580270793,4883,10.003170541021973,7.018514249997679,3466,10.0,time_limit,n_neighbors,8
M-n121-k7,M,120,5,1035,1034.0,0.09671179883945841,7,7,1043,0.8704061895551257,4778,10.002221292001195,4.661088416993152,2397,10.0,time_limit,n_neighbors,8
M-n200-k17,M,199,1,1309,1275.0,2.6666666666666665,17,17,1404,10.117647058823529,4336,10.001452624972444,7.1212169579812326,3197,10.0,time_limit,n_neighbors,8
M-n200-k17,M,199,2,1299,1275.0,1.8823529411764706,17,17,1438,12.784313725490197,4588,10.000261417008005,7.32209666701965,3448,10.0,time_limit,n_neighbors,8
